attack_type,malicious_ratio,envId,envName,formationType,formationName,method,TN,FP,FN,TP,accuracy,precision,recall,f1,fp_rate,fn_rate
random,0.1,1,Open,0,Horizontal,SAC Dynamic Phase 1+2,7006,34034,58,4502,0.252368421052632,0.116825825202408,0.987280701754386,0.208928902914424,0.829288499025341,0.012719298245614
random,0.1,1,Open,1,Random-Matrix,Static Phase 1,34903,6137,726,3834,0.849495614035088,0.384515093771939,0.840789473684211,0.527699401280022,0.149537037037037,0.159210526315789
random,0.1,1,Open,1,Random-Matrix,Static Phase 1+2,8367,32673,21,4539,0.283026315789474,0.121976781683328,0.995394736842105,0.217322608445849,0.796125730994152,0.00460526315789474
random,0.1,1,Open,1,Random-Matrix,SAC Dynamic Phase 1,25138,15902,329,4231,0.64405701754386,0.210152485968311,0.927850877192982,0.342688211233953,0.387475633528265,0.0721491228070175
random,0.1,1,Open,1,Random-Matrix,SAC Dynamic Phase 1+2,6711,34329,63,4497,0.245789473684211,0.115824447535157,0.986184210526316,0.207301894620384,0.836476608187135,0.0138157894736842
random,0.1,1,Open,2,Circular,Static Phase 1,35102,5938,803,3757,0.852171052631579,0.38751933986591,0.82390350877193,0.5271132935812,0.144688109161793,0.17609649122807
random,0.1,1,Open,2,Circular,Static Phase 1+2,7414,33626,120,4440,0.259956140350877,0.116639520832239,0.973684210526316,0.208323558391592,0.819346978557505,0.0263157894736842
random,0.1,1,Open,2,Circular,SAC Dynamic Phase 1,26923,14117,424,4136,0.681118421052632,0.226592888840191,0.907017543859649,0.362600271774865,0.343981481481481,0.0929824561403509
random,0.1,1,Open,2,Circular,SAC Dynamic Phase 1+2,6642,34398,156,4404,0.242236842105263,0.113499304159579,0.965789473684211,0.203127162031272,0.838157894736842,0.0342105263157895
random,0.1,2,Suburban,0,Horizontal,Static Phase 1,20530,20510,759,3801,0.533574561403509,0.156348977828966,0.833552631578947,0.263309203006477,0.499756335282651,0.166447368421053
random,0.1,2,Suburban,0,Horizontal,Static Phase 1+2,6973,34067,44,4516,0.251951754385965,0.11704636757121,0.990350877192982,0.209350300164569,0.830092592592593,0.00964912280701754
random,0.1,2,Suburban,0,Horizontal,SAC Dynamic Phase 1,31462,9578,1755,2805,0.751469298245614,0.226520229346685,0.615131578947368,0.331110193000059,0.233382066276803,0.384868421052632
random,0.1,2,Suburban,0,Horizontal,SAC Dynamic Phase 1+2,8339,32701,16,4544,0.282521929824561,0.122002953416566,0.996491228070175,0.217390264322449,0.796807992202729,0.00350877192982456
random,0.1,2,Suburban,1,Random-Matrix,Static Phase 1,29174,11866,690,3870,0.724649122807018,0.245932892730046,0.848684210526316,0.38135593220339,0.289132553606238,0.151315789473684
random,0.1,2,Suburban,1,Random-Matrix,Static Phase 1+2,6862,34178,403,4157,0.241644736842105,0.10843876353202,0.911622807017544,0.193822123790652,0.832797270955166,0.0883771929824561
random,0.1,2,Suburban,1,Random-Matrix,SAC Dynamic Phase 1,24183,16857,500,4060,0.619364035087719,0.194100492422432,0.890350877192982,0.318718844447933,0.410745614035088,0.109649122807018
random,0.1,2,Suburban,1,Random-Matrix,SAC Dynamic Phase 1+2,6611,34429,298,4262,0.23844298245614,0.110154816365563,0.934649122807018,0.197082148389633,0.838913255360624,0.0653508771929825
random,0.1,2,Suburban,2,Circular,Static Phase 1,27631,13409,870,3690,0.686864035087719,0.215802093689689,0.809210526315789,0.340735952721732,0.326730019493177,0.190789473684211
