envId,formationType,timeStep,receiverId,sigma_rssi_bar,sigma_gps_bar,snr_bar,plr_bar,relative_speed_bar,relative_height_bar,trusted_count,trust_bar,theta,malicious_ratio
0,0,1,1,488.601748588279,488.60174858828,100,0.0517241259220918,0,3.35431716093892,14,0.999999999999998,10,0.1
0,0,1,2,700.059496016106,59.1297240982382,100,0.0371048099655031,0,3.93392594461517,0,0,10,0.1
0,0,1,3,475.744059758382,475.744059758381,100,0.0398495773661689,0,5.10296743617168,14,0.999999999999999,10,0.1
0,0,1,4,473.073674986347,473.073674986347,100,0.0343057997792304,0,5.05324415427055,14,0.999999999999998,10,0.1
0,0,1,5,473.445449886305,473.445449886305,100,0.0290831781930275,0,4.50348592748526,14,0.999999999999998,10,0.1
0,0,1,6,453.816361341637,453.816361341637,100,0.0243354249571758,0,3.87205922384517,14,0.999999999999999,10,0.1
0,0,1,7,402.277044072263,402.277044072263,100,0.0202543064846121,0,3.59266587371026,14,0.999999999999999,10,0.1
0,0,1,8,335.856025927825,335.856025927825,100,0.0169407417095038,0,3.73433055588408,14,0.999999999999999,10,0.1
0,0,1,9,268.414214070986,268.414214070986,100,0.0144162008963784,0,4.22128119510036,14,0.999999999999998,10,0.1
0,0,1,10,209.211587826942,209.211587826942,100,0.0126236149630125,0,4.94115538796153,14,0.999999999999999,10,0.1
0,0,1,11,163.364947705492,163.364947705492,100,0.011474175037284,0,5.44572717416128,14,0.999999999999999,10,0.1
0,0,1,12,128.69714224229,128.69714224229,100,0.0101064307213428,0,4.93792345807677,13,0.999999999999999,10,0.1
0,0,1,13,143.269525919075,143.269525919075,100,0.0111197870074434,0,4.58289960448748,12,0.999999999999999,10,0.1
0,0,1,14,69.8491541583597,69.8491541583597,100,0.00819423777574209,0,3.56645133563537,6,0.999999999999999,10,0.1
0,0,1,15,392.257011529866,165.090807799725,100,0.0208842726049978,0,3.53073679321332,0,0,10,0.1
0,0,1,16,219.15879221636,219.158792216361,100,0.011034990227402,0,4.15339757969281,9,0.999999999999999,10,0.1
0,0,1,17,314.2285131678,314.2285131678,100,0.0183489312944082,0,4.12471141473325,14,0.999999999999999,10,0.1
0,0,1,18,394.276381802539,394.27638180254,100,0.0219959883119791,0,4.7934520803168,14,0.999999999999999,10,0.1
0,0,1,19,455.182560187558,455.182560187559,100,0.026202540662447,0,5.22695683838195,14,0.999999999999998,10,0.1
0,0,1,20,480.094461273309,480.094461273309,100,0.0309063305962781,0,4.95854031944166,14,0.999999999999998,10,0.1
0,0,2,1,488.691347771948,488.691347771947,100,0.0517270123879005,0.600131054151498,3.3693738387264,14,0.999999999999997,10,0.1
0,0,2,2,696.785713323583,727.780472617692,100,0.0371630922173572,0.681372535175884,4.1827058185153,0,0,10,0.1
0,0,2,3,471.642819758644,471.642819758644,100,0.0398802306072354,0.610219534903673,5.19963743115763,14,0.999999999999998,10,0.1
0,0,2,4,470.210825026348,470.210825026349,100,0.0342786863686914,0.637910697079293,4.84731588222388,14,0.999999999999997,10,0.1
0,0,2,5,459.531072314031,459.53107231403,100,0.0269174768269504,0.738726224501728,4.43706397602749,13,0.999999999999998,10,0.1
0,0,2,6,454.757599849031,454.75759984903,100,0.0242736525293326,0.902296502347616,3.73024931397892,14,0.999999999999998,10,0.1
0,0,2,7,329.023538085964,329.023538085964,100,0.0144963249036236,0.876657271102956,3.51537874190851,11,0.999999999999999,10,0.1
0,0,2,8,339.118347259855,339.118347259855,100,0.0169767362753296,0.927699115071575,3.84346141986308,14,0.999999999999999,10,0.1
0,0,2,9,271.702458540806,271.702458540806,100,0.0144788825201687,0.787968803882206,4.49434783948329,14,0.999999999999999,10,0.1
0,0,2,10,211.300680475733,211.300680475732,100,0.012666157953074,0.667896095879058,5.1691660693308,14,0.999999999999998,10,0.1
0,0,2,11,163.351524287786,163.351524287787,100,0.0114608862417858,0.644992628316252,5.37606355301017,14,0.999999999999999,10,0.1
0,0,2,12,131.533720717941,131.533720717941,100,0.0108417657489936,0.732973256131373,4.90144406937973,14,0.999999999999999,10,0.1
0,0,2,13,118.735250355174,118.735250355174,100,0.0108606653017324,0.901484250521148,4.18050819589428,14,0.999999999999999,10,0.1
0,0,2,14,126.345437710262,126.345437710262,100,0.0116073077358838,1.07498658410044,3.66870612154602,14,0.999999999999999,10,0.1
0,0,2,15,391.265392645596,241.33043848332,100,0.0208685898212349,1.04872473494492,3.37738706314974,0,0,10,0.1
0,0,2,16,231.156410978573,231.156410978573,100,0.015426191525451,1.06284693529158,3.90074060074611,14,0.999999999999998,10,0.1
0,0,2,17,316.987893251555,316.987893251555,100,0.0184269745490201,0.88600237159982,4.52009129008494,14,0.999999999999998,10,0.1
0,0,2,18,397.297924637594,397.297924637594,100,0.0220447945153825,0.721798179840076,5.16112979063044,14,0.999999999999998,10,0.1
0,0,2,19,457.885736233161,457.885736233162,100,0.0261942390461807,0.642595666334521,5.2606660298071,14,0.999999999999998,10,0.1
0,0,2,20,481.704446004105,481.704446004104,100,0.0308503993078086,0.674437539217163,4.71594107513928,14,0.999999999999998,10,0.1
0,0,3,1,488.396483171453,488.396483171454,100,0.0517294248747565,0.605543737290419,3.35090421999491,14,0.999999999999998,10,0.1
0,0,3,2,693.211828093328,171.325682857828,100,0.0372063336640579,0.6355657684453,4.416290984597,0,0,10,0.1
0,0,3,3,468.361519647369,468.361519647368,100,0.0398772665294948,0.605543737290419,5.11600666865563,14,0.999999999999997,10,0.1
0,0,3,4,468.677796611294,468.677796611294,100,0.0342240459031792,0.684747613236581,4.56624844187034,14,0.999999999999998,10,0.1
0,0,3,5,473.087111910755,473.087111910756,100,0.0289437638933048,0.829940542941391,3.98653474541139,14,0.999999999999997,10,0.1
0,0,3,6,438.448998874297,438.448998874298,100,0.0279878071417875,1.0940639776648,3.37554158878835,9,0.999999999999999,10,0.1
0,0,3,7,356.446150724951,356.44615072495,100,0.0260501951117359,1.17554920184074,3.66985707826301,9,0.999999999999998,10,0.1
0,0,3,8,342.468940512272,342.468940512273,100,0.0170266209914431,0.8600765251784,4.0538775978588,14,0.999999999999998,10,0.1
0,0,3,9,274.323941858393,274.323941858393,100,0.0145340106084506,0.72084673753026,4.77375179071998,14,0.999999999999999,10,0.1
0,0,3,10,212.174228707609,212.174228707609,100,0.0126814317848417,0.64764119407104,5.27832357691972,14,0.999999999999999,10,0.1
0,0,3,11,162.050372218797,162.050372218797,100,0.0114159371324673,0.680699260348117,5.11690662098607,14,0.999999999999999,10,0.1
0,0,3,12,128.664628384797,128.664628384797,100,0.010755212525656,0.81589534690551,4.45614408939197,14,0.999999999999999,10,0.1
0,0,3,13,115.81457171054,115.81457171054,100,0.0107788796178412,0.998520716336351,3.79092097012851,14,0.999999999999999,10,0.1
0,0,3,14,124.98301635041,124.98301635041,100,0.0115750891038275,1.13623545919251,3.50533706606776,14,0.999999999999999,10,0.1
0,0,3,15,391.15988147986,515.493845371227,100,0.020878572802936,1.05715870899938,3.3408232368124,0,0,10,0.1
0,0,3,16,233.704717467096,233.704717467096,100,0.0155002051953681,0.983626673599847,4.23918693629947,14,0.999999999999999,10,0.1
0,0,3,17,320.018191415703,320.018191415702,100,0.0184952485611302,0.801770506401278,4.96085567755835,14,0.999999999999999,10,0.1
0,0,3,18,399.986272542021,399.986272542022,100,0.0220653013003202,0.67360998088785,5.39436043562351,14,0.999999999999999,10,0.1
0,0,3,19,459.712480858754,459.712480858754,100,0.0261564593023815,0.649976465570919,5.12594391668321,14,0.999999999999998,10,0.1
0,0,3,20,484.177524821845,484.177524821846,100,0.0325609576305005,0.677860951089581,4.7439178525271,13,0.999999999999998,10,0.1
0,0,4,1,487.762808256884,487.762808256884,100,0.0517309840442644,0.59514294820848,3.32378987317203,14,0.999999999999997,10,0.1
0,0,4,2,689.864896959005,126.581553245992,100,0.0372277570690423,0.604654804437029,4.54490153087626,0,0,10,0.1
0,0,4,3,466.403273497165,466.403273497166,100,0.0398411855912845,0.632922591136276,4.89289984777826,14,0.999999999999997,10,0.1
0,0,4,4,468.701552798936,468.701552798935,100,0.0341504926721577,0.753202245197265,4.27016354739431,14,0.999999999999997,10,0.1
0,0,4,5,475.008644032172,475.008644032172,100,0.0288736458264956,0.902517908893634,3.71909494135868,14,0.999999999999998,10,0.1
0,0,4,6,459.923131840841,459.923131840842,100,0.0241978156285458,0.986024997636353,3.42258058986071,14,0.999999999999998,10,0.1
0,0,4,7,365.958673458236,365.958673458236,100,0.0199752473465339,1.07713916753431,3.60681429385944,11,0.999999999999998,10,0.1
0,0,4,8,333.856470809032,333.856470809033,100,0.0180979141031371,0.865237332527251,4.50728250610354,10,0.999999999999998,10,0.1
0,0,4,9,365.958250511823,365.958250511823,100,0.0174581276822444,0.623542678542996,4.89861995033951,9,0.999999999999998,10,0.1
0,0,4,10,213.247115705228,213.247115705227,100,0.0143856274391082,0.647104252913875,5.82525322082897,12,0.999999999999999,10,0.1
0,0,4,11,147.755192653743,147.755192653743,100,0.0105305836905479,0.579722127728511,5.20288773070841,9,0.999999999999999,10,0.1
0,0,4,12,156.355913570858,156.355913570859,100,0.0107563507054678,0.789216834603702,4.63336094012474,6,0.999999999999999,10,0.1
0,0,4,13,113.496459669913,113.496459669912,100,0.0107181067332599,1.08508798216382,3.50152393085048,14,0.999999999999999,10,0.1
0,0,4,14,124.829524692383,124.829524692383,100,0.0115760555975906,1.15218621212491,3.48505321424574,14,0.999999999999999,10,0.1
0,0,4,15,0,0,100,0.00847905192701213,0.535511843411228,6.88784003429381,1,0.956238579641593,10,0.1
0,0,4,16,236.756593578491,236.756593578491,100,0.0155776106772083,0.897971407941485,4.68727348078048,14,0.999999999999998,10,0.1
