step,envId,formationType,timeStep,receiverId,old_threshold,delta_T,new_threshold,benign_exceedance_rate,reward
2016,0,0,101,18,45.738729596138,2.0,47.738729596138,0.0,-0.09023872959613802
2017,0,0,101,19,47.738729596138,2.0,49.738729596138,0.0,-0.092238729596138
2018,0,0,101,20,49.738729596138,2.0,50.0,0.0,-0.0925
2019,0,0,102,1,50.0,2.0,50.0,0.0,-0.0925
2020,0,0,102,2,50.0,2.0,50.0,0.0,-0.0925
2021,0,0,102,3,50.0,2.0,50.0,0.0,-0.0925
2022,0,0,102,4,50.0,2.0,50.0,0.0,-0.0925
2023,0,0,102,5,50.0,2.0,50.0,0.0,-0.0925
2024,0,0,102,6,50.0,2.0,50.0,0.0,-0.0925
2025,0,0,102,7,50.0,2.0,50.0,0.0,-0.0925
2026,0,0,102,8,50.0,2.0,50.0,0.0,-0.0925
2027,0,0,102,9,50.0,2.0,50.0,0.0,-0.0925
2028,0,0,102,10,50.0,1.741227388381958,50.0,0.0,-0.08281872818051454
2029,0,0,102,11,50.0,-1.5670549869537354,48.432945013046265,0.0,-0.07548955833441198
2030,0,0,102,12,48.432945013046265,-1.97560715675354,46.457337856292725,0.0,-0.08798757423445079
2031,0,0,102,13,46.457337856292725,-1.9908556938171387,44.466482162475586,0.0,-0.08660154609851681
2032,0,0,102,14,44.466482162475586,-1.9261339902877808,42.540348172187805,0.0,-0.0821402696576071
2033,0,0,102,15,42.540348172187805,-0.5987775325775146,41.94157063961029,0.0,-0.04802691597480646
2034,0,0,102,16,41.94157063961029,1.9999942779541016,43.94156491756439,0.0,-0.08644133603605589
2035,0,0,102,17,43.94156491756439,2.0,45.94156491756439,0.0,-0.0884415649175644
2036,0,0,102,18,45.94156491756439,2.0,47.94156491756439,0.0,-0.0904415649175644
2037,0,0,102,19,47.94156491756439,2.0,49.94156491756439,0.0,-0.09244156491756439
2038,0,0,102,20,49.94156491756439,2.0,50.0,0.0,-0.0925
2039,0,0,103,1,50.0,2.0,50.0,0.0,-0.0925
2040,0,0,103,2,50.0,2.0,50.0,0.0,-0.0925
2041,0,0,103,3,50.0,2.0,50.0,0.0,-0.0925
2042,0,0,103,4,50.0,2.0,50.0,0.0,-0.0925
2043,0,0,103,5,50.0,2.0,50.0,0.0,-0.0925
2044,0,0,103,6,50.0,2.0,50.0,0.0,-0.0925
2045,0,0,103,7,50.0,2.0,50.0,0.0,-0.0925
2046,0,0,103,8,50.0,2.0,50.0,0.0,-0.0925
2047,0,0,103,9,50.0,2.0,50.0,0.0,-0.0925
2048,0,0,103,10,50.0,1.4779224395751953,50.0,0.0,-0.07434254737399898
2049,0,0,103,11,50.0,-1.6625746488571167,48.33742535114288,0.0,-0.07847896998136653
2050,0,0,103,12,48.33742535114288,-1.9788726568222046,46.35855269432068,0.0,-0.08801792261350638
2051,0,0,103,13,46.35855269432068,-1.9890503883361816,44.3695023059845,0.0,-0.08643271677938766
2052,0,0,103,14,44.3695023059845,-1.8902721405029297,42.47923016548157,0.0,-0.08071051781709684
2053,0,0,103,15,42.47923016548157,-0.2716888189315796,42.20754134654999,0.0,-0.04544568948987436
2054,0,0,103,16,42.20754134654999,1.999995231628418,44.207536578178406,0.0,-0.0867073458435425
2055,0,0,103,17,44.207536578178406,2.0,46.207536578178406,0.0,-0.08870753657817841
2056,0,0,103,18,46.207536578178406,2.0,48.207536578178406,0.0,-0.09070753657817841
2057,0,0,103,19,48.207536578178406,2.0,50.0,0.0,-0.0925
2058,0,0,103,20,50.0,2.0,50.0,0.0,-0.0925
2059,0,0,104,1,50.0,2.0,50.0,0.0,-0.0925
2060,0,0,104,2,50.0,2.0,50.0,0.0,-0.0925
2061,0,0,104,3,50.0,2.0,50.0,0.0,-0.0925
2062,0,0,104,4,50.0,2.0,50.0,0.0,-0.0925
2063,0,0,104,5,50.0,2.0,50.0,0.0,-0.0925
2064,0,0,104,6,50.0,2.0,50.0,0.0,-0.0925
2065,0,0,104,7,50.0,2.0,50.0,0.0,-0.0925
2066,0,0,104,8,50.0,2.0,50.0,0.0,-0.0925
2067,0,0,104,9,50.0,2.0,50.0,0.0,-0.0925
2068,0,0,104,10,50.0,1.0049114227294922,50.0,0.0,-0.06259846967532212
2069,0,0,104,11,50.0,-1.715773582458496,48.284226417541504,0.0,-0.08022301628016612
2070,0,0,104,12,48.284226417541504,-1.9780789613723755,46.30614745616913,0.0,-0.08793411123040928
2071,0,0,104,13,46.30614745616913,-1.9850558042526245,44.321091651916504,0.0,-0.08622555711188684
2072,0,0,104,14,44.321091651916504,-1.8312331438064575,42.489858508110046,0.0,-0.07852400677786286
2073,0,0,104,15,42.489858508110046,-0.016273021697998047,42.47358548641205,0.0,-0.04497623359876389
2074,0,0,104,16,42.47358548641205,1.9999947547912598,44.47358024120331,0.0,-0.08697337043312883
2075,0,0,104,17,44.47358024120331,2.0,46.47358024120331,0.0,-0.08897358024120332
2076,0,0,104,18,46.47358024120331,2.0,48.47358024120331,0.0,-0.0909735802412033
2077,0,0,104,19,48.47358024120331,2.0,50.0,0.0,-0.0925
2078,0,0,104,20,50.0,2.0,50.0,0.0,-0.0925
2079,0,0,105,1,50.0,2.0,50.0,0.0,-0.0925
2080,0,0,105,2,50.0,2.0,50.0,0.0,-0.0925
2081,0,0,105,3,50.0,2.0,50.0,0.0,-0.0925
2082,0,0,105,4,50.0,2.0,50.0,0.0,-0.0925
2083,0,0,105,5,50.0,2.0,50.0,0.0,-0.0925
2084,0,0,105,6,50.0,2.0,50.0,0.0,-0.0925
2085,0,0,105,7,50.0,2.0,50.0,0.0,-0.0925
2086,0,0,105,8,50.0,2.0,50.0,0.0,-0.0925
2087,0,0,105,9,50.0,2.0,50.0,0.0,-0.0925
2088,0,0,105,10,50.0,0.4010584354400635,50.0,0.0,-0.05410847868637632
2089,0,0,105,11,50.0,-1.727151870727539,48.27284812927246,0.0,-0.08060338397484884
2090,0,0,105,12,48.27284812927246,-1.9735662937164307,46.29928183555603,0.0,-0.08774892099249212
2091,0,0,105,13,46.29928183555603,-1.9777932167053223,44.32148861885071,0.0,-0.08593814869930658
2092,0,0,105,14,44.32148861885071,-1.7589497566223145,42.562538862228394,0.0,-0.07600158132544539
2093,0,0,105,15,42.562538862228394,0.11805343627929688,42.68059229850769,0.0,-0.0453199584366812
2094,0,0,105,16,42.68059229850769,1.999992847442627,44.68058514595032,0.0,-0.08718029904416699
2095,0,0,105,17,44.68058514595032,2.0,46.68058514595032,0.0,-0.08918058514595031
2096,0,0,105,18,46.68058514595032,2.0,48.68058514595032,0.0,-0.09118058514595032
2097,0,0,105,19,48.68058514595032,2.0,50.0,0.0,-0.0925
2098,0,0,105,20,50.0,2.0,50.0,0.0,-0.0925
2099,0,0,106,1,50.0,2.0,50.0,0.0,-0.0925
2100,0,0,106,2,50.0,2.0,50.0,0.0,-0.0925
2101,0,0,106,3,50.0,2.0,50.0,0.0,-0.0925
2102,0,0,106,4,50.0,2.0,50.0,0.0,-0.0925
2103,0,0,106,5,50.0,2.0,50.0,0.0,-0.0925
2104,0,0,106,6,50.0,2.0,50.0,0.0,-0.0925
2105,0,0,106,7,50.0,2.0,50.0,0.0,-0.0925
2106,0,0,106,8,50.0,2.0,50.0,0.0,-0.0925
2107,0,0,106,9,50.0,2.0,50.0,0.0,-0.0925
2108,0,0,106,10,50.0,-0.10285866260528564,49.897141337394714,0.0,-0.0525029403821242
2109,0,0,106,11,49.897141337394714,-1.710174322128296,48.18696701526642,0.0,-0.0799339291359362
2110,0,0,106,12,48.18696701526642,-1.9629720449447632,46.223994970321655,0.0,-0.08725658746266791
2111,0,0,106,13,46.223994970321655,-1.9653078317642212,44.258687138557434,0.0,-0.08538303587449528
2112,0,0,106,14,44.258687138557434,-1.6772723197937012,42.58141481876373,0.0,-0.07321383916622518
2113,0,0,106,15,42.58141481876373,0.1587204933166504,42.74013531208038,0.0,-0.0454920572620672
2114,0,0,106,16,42.74013531208038,1.9999887943267822,44.740124106407166,0.0,-0.08723967588073413
2115,0,0,106,17,44.740124106407166,2.0,46.740124106407166,0.0,-0.08924012410640716
2116,0,0,106,18,46.740124106407166,2.0,48.740124106407166,0.0,-0.09124012410640717
2117,0,0,106,19,48.740124106407166,2.0,50.0,0.0,-0.0925
2118,0,0,106,20,50.0,2.0,50.0,0.0,-0.0925
2119,0,0,107,1,50.0,2.0,50.0,0.0,-0.0925
2120,0,0,107,2,50.0,2.0,50.0,0.0,-0.0925
2121,0,0,107,3,50.0,2.0,50.0,0.0,-0.0925
2122,0,0,107,4,50.0,2.0,50.0,0.0,-0.0925
2123,0,0,107,5,50.0,2.0,50.0,0.0,-0.0925
2124,0,0,107,6,50.0,2.0,50.0,0.0,-0.0925
2125,0,0,107,7,50.0,2.0,50.0,0.0,-0.0925
2126,0,0,107,8,50.0,2.0,50.0,0.0,-0.0925
2127,0,0,107,9,50.0,2.0,50.0,0.0,-0.0925
2128,0,0,107,10,50.0,-0.24762749671936035,49.75237250328064,0.0,-0.05286556627459561
2129,0,0,107,11,49.75237250328064,-1.6624051332473755,48.089967370033264,0.0,-0.07822587564050551
2130,0,0,107,12,48.089967370033264,-1.941932201385498,46.148035168647766,0.0,-0.08635904191642704
2131,0,0,107,13,46.148035168647766,-1.9470638036727905,44.200971364974976,0.0,-0.08461154592070252
2132,0,0,107,14,44.200971364974976,-1.613104224205017,42.58786714076996,0.0,-0.07110891952225067
2133,0,0,107,15,42.58786714076996,0.07766842842102051,42.66553556919098,0.0,-0.04522585941692489
2134,0,0,107,16,42.66553556919098,1.9999799728393555,44.665515542030334,0.0,-0.08716471445961543
2135,0,0,107,17,44.665515542030334,2.0,46.665515542030334,0.0,-0.08916551554203034
2136,0,0,107,18,46.665515542030334,2.0,48.665515542030334,0.0,-0.09116551554203034
2137,0,0,107,19,48.665515542030334,2.0,50.0,0.0,-0.0925
2138,0,0,107,20,50.0,2.0,50.0,0.0,-0.0925
2139,0,0,108,1,50.0,2.0,50.0,0.0,-0.0925
2140,0,0,108,2,50.0,2.0,50.0,0.0,-0.0925
2141,0,0,108,3,50.0,2.0,50.0,0.0,-0.0925
2142,0,0,108,4,50.0,2.0,50.0,0.0,-0.0925
2143,0,0,108,5,50.0,2.0,50.0,0.0,-0.0925
2144,0,0,108,6,50.0,2.0,50.0,0.0,-0.0925
2145,0,0,108,7,50.0,2.0,50.0,0.0,-0.0925
2146,0,0,108,8,50.0,2.0,50.0,0.0,-0.0925
2147,0,0,108,9,50.0,2.0,50.0,0.0,-0.0925
2148,0,0,108,10,50.0,-0.11040973663330078,49.8895902633667,0.0,-0.05251149336280105
2149,0,0,108,11,49.8895902633667,-1.5961827039718628,48.293407559394836,0.0,-0.07627139980398412
2150,0,0,108,12,48.293407559394836,-1.913144588470459,46.38026297092438,0.0,-0.0854814851348624
2151,0,0,108,13,46.38026297092438,-1.9308799505233765,44.449383020401,0.0,-0.08423235685373257
2152,0,0,108,14,44.449383020401,-1.6149121522903442,42.83447086811066,0.0,-0.07141388346426097
2153,0,0,108,15,42.83447086811066,-0.23602938652038574,42.59844148159027,0.0,-0.045655540194602176
2154,0,0,108,16,42.59844148159027,1.999955654144287,44.59839713573456,0.0,-0.0870966233211716
2155,0,0,108,17,44.59839713573456,2.0,46.59839713573456,0.0,-0.08909839713573456
2156,0,0,108,18,46.59839713573456,2.0,48.59839713573456,0.0,-0.09109839713573456
2157,0,0,108,19,48.59839713573456,2.0,50.0,0.0,-0.0925
2158,0,0,108,20,50.0,2.0,50.0,0.0,-0.0925
2159,0,0,109,1,50.0,2.0,50.0,0.0,-0.0925
2160,0,0,109,2,50.0,2.0,50.0,0.0,-0.0925
2161,0,0,109,3,50.0,2.0,50.0,0.0,-0.0925
2162,0,0,109,4,50.0,2.0,50.0,0.0,-0.0925
2163,0,0,109,5,50.0,2.0,50.0,0.0,-0.0925
2164,0,0,109,6,50.0,2.0,50.0,0.0,-0.0925
2165,0,0,109,7,50.0,2.0,50.0,0.0,-0.0925
2166,0,0,109,8,50.0,2.0,50.0,0.0,-0.0925
2167,0,0,109,9,50.0,2.0,50.0,0.0,-0.0925
2168,0,0,109,10,50.0,0.3886411190032959,50.0,0.0,-0.05401041919380135
2169,0,0,109,11,50.0,-1.4970358610153198,48.50296413898468,0.0,-0.07341412783064348
2170,0,0,109,12,48.50296413898468,-1.879251480102539,46.62371265888214,0.0,-0.084439573913558
2171,0,0,109,13,46.62371265888214,-1.920972466468811,44.70274019241333,0.0,-0.084104092361726
2172,0,0,109,14,44.70274019241333,-1.6665557622909546,43.036184430122375,0.0,-0.07331026551837423
2173,0,0,109,15,43.036184430122375,-0.5837589502334595,42.452425479888916,0.0,-0.04836017059966563
2174,0,0,109,16,42.452425479888916,1.9999089241027832,44.4523344039917,0.0,-0.08694869145105122
2175,0,0,109,17,44.4523344039917,2.0,46.4523344039917,0.0,-0.08895233440399171
2176,0,0,109,18,46.4523344039917,2.0,48.4523344039917,0.0,-0.0909523344039917
2177,0,0,109,19,48.4523344039917,2.0,50.0,0.0,-0.0925
2178,0,0,109,20,50.0,2.0,50.0,0.0,-0.0925
2179,0,0,110,1,50.0,2.0,50.0,0.0,-0.0925
2180,0,0,110,2,50.0,2.0,50.0,0.0,-0.0925
2181,0,0,110,3,50.0,2.0,50.0,0.0,-0.0925
2182,0,0,110,4,50.0,2.0,50.0,0.0,-0.0925
2183,0,0,110,5,50.0,2.0,50.0,0.0,-0.0925
2184,0,0,110,6,50.0,2.0,50.0,0.0,-0.0925
2185,0,0,110,7,50.0,2.0,50.0,0.0,-0.0925
2186,0,0,110,8,50.0,2.0,50.0,0.0,-0.0925
2187,0,0,110,9,50.0,2.0,50.0,0.0,-0.0925
2188,0,0,110,10,50.0,1.0278663635253906,50.0,0.0,-0.06306509261266911
2189,0,0,110,11,50.0,-1.3749431371688843,48.625056862831116,0.0,-0.07002974316730926
2190,0,0,110,12,48.625056862831116,-1.8454340696334839,46.77962279319763,0.0,-0.08333589184683766
2191,0,0,110,13,46.77962279319763,-1.9228847026824951,44.85673809051514,0.0,-0.08433159388861862
2192,0,0,110,14,44.85673809051514,-1.7420095205307007,43.114728569984436,0.0,-0.07596070026618046
2193,0,0,110,15,43.114728569984436,-0.8361589908599854,42.27856957912445,0.0,-0.05177018815908435
2194,0,0,110,16,42.27856957912445,1.9998373985290527,44.2784069776535,0.0,-0.086771903183208
2195,0,0,110,17,44.2784069776535,2.0,46.2784069776535,0.0,-0.08877840697765352
2196,0,0,110,18,46.2784069776535,2.0,48.2784069776535,0.0,-0.09077840697765352
2197,0,0,110,19,48.2784069776535,2.0,50.0,0.0,-0.0925
2198,0,0,110,20,50.0,2.0,50.0,0.0,-0.0925
2199,0,0,111,1,50.0,2.0,50.0,0.0,-0.0925
2200,0,0,111,2,50.0,2.0,50.0,0.0,-0.0925
2201,0,0,111,3,50.0,2.0,50.0,0.0,-0.0925
2202,0,0,111,4,50.0,2.0,50.0,0.0,-0.0925
2203,0,0,111,5,50.0,2.0,50.0,0.0,-0.0925
2204,0,0,111,6,50.0,2.0,50.0,0.0,-0.0925
2205,0,0,111,7,50.0,2.0,50.0,0.0,-0.0925
2206,0,0,111,8,50.0,2.0,50.0,0.0,-0.0925
2207,0,0,111,9,50.0,2.0,50.0,0.0,-0.0925
2208,0,0,111,10,50.0,1.51723051071167,50.0,0.0,-0.07551988422634395
2209,0,0,111,11,50.0,-1.2584118843078613,48.74158811569214,0.0,-0.06707759282136476
2210,0,0,111,12,48.74158811569214,-1.827388048171997,46.91420006752014,0.0,-0.08280767085353877
2211,0,0,111,13,46.91420006752014,-1.9374080896377563,44.976791977882385,0.0,-0.0850122930358206
2212,0,0,111,14,44.976791977882385,-1.8168859481811523,43.15990602970123,0.0,-0.07867065151668248
2213,0,0,111,15,43.15990602970123,-1.0307838916778564,42.12912213802338,0.0,-0.055254276451448855
2214,0,0,111,16,42.12912213802338,1.9997668266296387,44.128888964653015,0.0,-0.08661956257353677
2215,0,0,111,17,44.128888964653015,2.0,46.128888964653015,0.0,-0.08862888896465301
2216,0,0,111,18,46.128888964653015,2.0,48.128888964653015,0.0,-0.09062888896465301
2217,0,0,111,19,48.128888964653015,2.0,50.0,0.0,-0.0925
2218,0,0,111,20,50.0,2.0,50.0,0.0,-0.0925
2219,0,0,112,1,50.0,2.0,50.0,0.0,-0.0925
2220,0,0,112,2,50.0,2.0,50.0,0.0,-0.0925
2221,0,0,112,3,50.0,2.0,50.0,0.0,-0.0925
2222,0,0,112,4,50.0,2.0,50.0,0.0,-0.0925
2223,0,0,112,5,50.0,2.0,50.0,0.0,-0.0925
2224,0,0,112,6,50.0,2.0,50.0,0.0,-0.0925
2225,0,0,112,7,50.0,2.0,50.0,0.0,-0.0925
2226,0,0,112,8,50.0,2.0,50.0,0.0,-0.0925
2227,0,0,112,9,50.0,2.0,50.0,0.0,-0.0925
2228,0,0,112,10,50.0,1.7693605422973633,50.0,0.0,-0.0838063672863882
2229,0,0,112,11,50.0,-1.1661533117294312,48.83384668827057,0.0,-0.06493298215284578
2230,0,0,112,12,48.83384668827057,-1.836362600326538,46.99748408794403,0.0,-0.08321976008672449
2231,0,0,112,13,46.99748408794403,-1.95509934425354,45.04238474369049,0.0,-0.0857665192026967
2232,0,0,112,14,45.04238474369049,-1.879799485206604,43.16258525848389,0.0,-0.08099904630431404
2233,0,0,112,15,43.16258525848389,-1.1802570819854736,41.98232817649841,0.0,-0.058412395972267064
2234,0,0,112,16,41.98232817649841,1.999763011932373,43.982091188430786,0.0,-0.08647261222735916
2235,0,0,112,17,43.982091188430786,2.0,45.982091188430786,0.0,-0.08848209118843078
2236,0,0,112,18,45.982091188430786,2.0,47.982091188430786,0.0,-0.09048209118843079
2237,0,0,112,19,47.982091188430786,2.0,49.982091188430786,0.0,-0.09248209118843079
2238,0,0,112,20,49.982091188430786,2.0,50.0,0.0,-0.0925
2239,0,0,113,1,50.0,2.0,50.0,0.0,-0.0925
2240,0,0,113,2,50.0,2.0,50.0,0.0,-0.0925
2241,0,0,113,3,50.0,2.0,50.0,0.0,-0.0925
2242,0,0,113,4,50.0,2.0,50.0,0.0,-0.0925
2243,0,0,113,5,50.0,2.0,50.0,0.0,-0.0925
2244,0,0,113,6,50.0,2.0,50.0,0.0,-0.0925
2245,0,0,113,7,50.0,2.0,50.0,0.0,-0.0925
2246,0,0,113,8,50.0,2.0,50.0,0.0,-0.0925
2247,0,0,113,9,50.0,2.0,50.0,0.0,-0.0925
2248,0,0,113,10,50.0,1.8755896091461182,50.0,0.0,-0.08767836381936889
2249,0,0,113,11,50.0,-1.1251548528671265,48.87484514713287,0.0,-0.06403457957643732
2250,0,0,113,12,48.87484514713287,-1.8660385608673096,47.008806586265564,0.0,-0.08432980569270296
2251,0,0,113,13,47.008806586265564,-1.969854712486267,45.0389518737793,0.0,-0.08634222775682285
2252,0,0,113,14,45.0389518737793,-1.9206929206848145,43.11825895309448,0.0,-0.08250887190878212
2253,0,0,113,15,43.11825895309448,-1.2669978141784668,41.851261138916016,0.0,-0.06040409575024615
2254,0,0,113,16,41.851261138916016,1.999833106994629,43.851094245910645,0.0,-0.08634441880422855
2255,0,0,113,17,43.851094245910645,2.0,45.851094245910645,0.0,-0.08835109424591064
2256,0,0,113,18,45.851094245910645,2.0,47.851094245910645,0.0,-0.09035109424591065
2257,0,0,113,19,47.851094245910645,2.0,49.851094245910645,0.0,-0.09235109424591065
2258,0,0,113,20,49.851094245910645,2.0,50.0,0.0,-0.0925
2259,0,0,114,1,50.0,2.0,50.0,0.0,-0.0925
2260,0,0,114,2,50.0,2.0,50.0,0.0,-0.0925
2261,0,0,114,3,50.0,2.0,50.0,0.0,-0.0925
2262,0,0,114,4,50.0,2.0,50.0,0.0,-0.0925
2263,0,0,114,5,50.0,2.0,50.0,0.0,-0.0925
2264,0,0,114,6,50.0,2.0,50.0,0.0,-0.0925
2265,0,0,114,7,50.0,2.0,50.0,0.0,-0.0925
2266,0,0,114,8,50.0,2.0,50.0,0.0,-0.0925
2267,0,0,114,9,50.0,2.0,50.0,0.0,-0.0925
2268,0,0,114,10,50.0,1.913588047027588,50.0,0.0,-0.08911819213726858
2269,0,0,114,11,50.0,-1.1484265327453613,48.85157346725464,0.0,-0.06454040847838996
2270,0,0,114,12,48.85157346725464,-1.9019856452941895,46.94958782196045,0.0,-0.085625081771012
2271,0,0,114,13,46.94958782196045,-1.9801346063613892,44.96945321559906,0.0,-0.0866787838086988
2272,0,0,114,14,44.96945321559906,-1.942054033279419,43.02739918231964,0.0,-0.08324313786408824
2273,0,0,114,15,43.02739918231964,-1.2927567958831787,41.73464238643646,0.0,-0.06094684371945789
2274,0,0,114,16,41.73464238643646,1.9999163150787354,43.7345587015152,0.0,-0.08623121137469628
2275,0,0,114,17,43.7345587015152,2.0,45.7345587015152,0.0,-0.0882345587015152
2276,0,0,114,18,45.7345587015152,2.0,47.7345587015152,0.0,-0.0902345587015152
2277,0,0,114,19,47.7345587015152,2.0,49.7345587015152,0.0,-0.0922345587015152
2278,0,0,114,20,49.7345587015152,2.0,50.0,0.0,-0.0925
2279,0,0,115,1,50.0,2.0,50.0,0.0,-0.0925
2280,0,0,115,2,50.0,2.0,50.0,0.0,-0.0925
2281,0,0,115,3,50.0,2.0,50.0,0.0,-0.0925
2282,0,0,115,4,50.0,2.0,50.0,0.0,-0.0925
2283,0,0,115,5,50.0,2.0,50.0,0.0,-0.0925
2284,0,0,115,6,50.0,2.0,50.0,0.0,-0.0925
2285,0,0,115,7,50.0,2.0,50.0,0.0,-0.0925
2286,0,0,115,8,50.0,2.0,50.0,0.0,-0.0925
2287,0,0,115,9,50.0,2.0,50.0,0.0,-0.0925
2288,0,0,115,10,50.0,1.9190988540649414,50.0,0.0,-0.08932940411673372
2289,0,0,115,11,50.0,-1.2312275171279907,48.76877248287201,0.0,-0.06642798447220358
2290,0,0,115,12,48.76877248287201,-1.9343494176864624,46.83442306518555,0.0,-0.08675149976222513
2291,0,0,115,13,46.83442306518555,-1.9863325357437134,44.84809052944183,0.0,-0.08680325995498234
2292,0,0,115,14,44.84809052944183,-1.9512006044387817,42.89688992500305,0.0,-0.08346872791262573
2293,0,0,115,15,42.89688992500305,-1.2599577903747559,41.636932134628296,0.0,-0.06001186846988867
2294,0,0,115,16,41.636932134628296,1.9999654293060303,43.636897563934326,0.0,-0.08613551474812686
2295,0,0,115,17,43.636897563934326,2.0,45.636897563934326,0.0,-0.08813689756393434
2296,0,0,115,18,45.636897563934326,2.0,47.636897563934326,0.0,-0.09013689756393434
2297,0,0,115,19,47.636897563934326,2.0,49.636897563934326,0.0,-0.09213689756393434
2298,0,0,115,20,49.636897563934326,2.0,50.0,0.0,-0.0925
2299,0,0,116,1,50.0,2.0,50.0,0.0,-0.0925
2300,0,0,116,2,50.0,2.0,50.0,0.0,-0.0925
2301,0,0,116,3,50.0,2.0,50.0,0.0,-0.0925
2302,0,0,116,4,50.0,2.0,50.0,0.0,-0.0925
2303,0,0,116,5,50.0,2.0,50.0,0.0,-0.0925
2304,0,0,116,6,50.0,2.0,50.0,0.0,-0.0925
2305,0,0,116,7,50.0,2.0,50.0,0.0,-0.0925
2306,0,0,116,8,50.0,2.0,50.0,0.0,-0.0925
2307,0,0,116,9,50.0,2.0,50.0,0.0,-0.0925
2308,0,0,116,10,50.0,1.8982677459716797,50.0,0.0,-0.08853420435396403
2309,0,0,116,11,50.0,-1.3494634628295898,48.65053653717041,0.0,-0.0693610529122907
2310,0,0,116,12,48.65053653717041,-1.9571123123168945,46.693424224853516,0.0,-0.08749631025507734
2311,0,0,116,13,46.693424224853516,-1.9896419048309326,44.70378232002258,0.0,-0.08679053141461521
2312,0,0,116,14,44.70378232002258,-1.9514555931091309,42.75232672691345,0.0,-0.08333411604568255
2313,0,0,116,15,42.75232672691345,-1.1049885749816895,41.64733815193176,0.0,-0.056357335660332415
2314,0,0,116,16,41.64733815193176,1.9999852180480957,43.64732336997986,0.0,-0.08614673209408875
2315,0,0,116,17,43.64732336997986,2.0,45.64732336997986,0.0,-0.08814732336997987
2316,0,0,116,18,45.64732336997986,2.0,47.64732336997986,0.0,-0.09014732336997987
2317,0,0,116,19,47.64732336997986,2.0,49.64732336997986,0.0,-0.09214732336997986
2318,0,0,116,20,49.64732336997986,2.0,50.0,0.0,-0.0925
2319,0,0,117,1,50.0,2.0,50.0,0.0,-0.0925
2320,0,0,117,2,50.0,2.0,50.0,0.0,-0.0925
2321,0,0,117,3,50.0,2.0,50.0,0.0,-0.0925
2322,0,0,117,4,50.0,2.0,50.0,0.0,-0.0925
2323,0,0,117,5,50.0,2.0,50.0,0.0,-0.0925
2324,0,0,117,6,50.0,2.0,50.0,0.0,-0.0925
2325,0,0,117,7,50.0,2.0,50.0,0.0,-0.0925
2326,0,0,117,8,50.0,2.0,50.0,0.0,-0.0925
2327,0,0,117,9,50.0,2.0,50.0,0.0,-0.0925
2328,0,0,117,10,50.0,1.8352608680725098,50.0,0.0,-0.08618182453878262
2329,0,0,117,11,50.0,-1.477888822555542,48.52211117744446,0.0,-0.07286366489579052
2330,0,0,117,12,48.52211117744446,-1.9703837633132935,46.551727414131165,0.0,-0.08787584916141775
2331,0,0,117,13,46.551727414131165,-1.990990161895752,44.56073725223541,0.0,-0.08670115549989214
2332,0,0,117,14,44.56073725223541,-1.9414163827896118,42.6193208694458,0.0,-0.08281029658308481
2333,0,0,117,15,42.6193208694458,-0.8318803310394287,41.78744053840637,0.0,-0.05120768939010907
2334,0,0,117,16,41.78744053840637,1.9999923706054688,43.78743290901184,0.0,-0.08628712773381267
2335,0,0,117,17,43.78743290901184,2.0,45.78743290901184,0.0,-0.08828743290901184
2336,0,0,117,18,45.78743290901184,2.0,47.78743290901184,0.0,-0.09028743290901184
2337,0,0,117,19,47.78743290901184,2.0,49.78743290901184,0.0,-0.09228743290901184
2338,0,0,117,20,49.78743290901184,2.0,50.0,0.0,-0.0925
2339,0,0,118,1,50.0,2.0,50.0,0.0,-0.0925
2340,0,0,118,2,50.0,2.0,50.0,0.0,-0.0925
2341,0,0,118,3,50.0,2.0,50.0,0.0,-0.0925
2342,0,0,118,4,50.0,2.0,50.0,0.0,-0.0925
2343,0,0,118,5,50.0,2.0,50.0,0.0,-0.0925
2344,0,0,118,6,50.0,2.0,50.0,0.0,-0.0925
2345,0,0,118,7,50.0,2.0,50.0,0.0,-0.0925
2346,0,0,118,8,50.0,2.0,50.0,0.0,-0.0925
2347,0,0,118,9,50.0,2.0,50.0,0.0,-0.0925
2348,0,0,118,10,50.0,1.6828627586364746,50.0,0.0,-0.08082027064405566
2349,0,0,118,11,50.0,-1.5976223945617676,48.40237760543823,0.0,-0.076426350761491
2350,0,0,118,12,48.40237760543823,-1.9770317077636719,46.42534589767456,0.0,-0.08801188963270397
2351,0,0,118,13,46.42534589767456,-1.9905269145965576,44.434818983078,0.0,-0.08655679296041091
2352,0,0,118,14,44.434818983078,-1.9176533222198486,42.517165660858154,0.0,-0.08179110830306638
2353,0,0,118,15,42.517165660858154,-0.5020382404327393,42.015127420425415,0.0,-0.04703555136899343
2354,0,0,118,16,42.015127420425415,1.9999947547912598,44.015122175216675,0.0,-0.08651491236714219
2355,0,0,118,17,44.015122175216675,2.0,46.015122175216675,0.0,-0.08851512217521668
2356,0,0,118,18,46.015122175216675,2.0,48.015122175216675,0.0,-0.09051512217521668
2357,0,0,118,19,48.015122175216675,2.0,50.0,0.0,-0.0925
2358,0,0,118,20,50.0,2.0,50.0,0.0,-0.0925
2359,0,0,119,1,50.0,2.0,50.0,0.0,-0.0925
2360,0,0,119,2,50.0,2.0,50.0,0.0,-0.0925
2361,0,0,119,3,50.0,2.0,50.0,0.0,-0.0925
2362,0,0,119,4,50.0,2.0,50.0,0.0,-0.0925
