envId,formationType,timeStep,receiverId,sigma_rssi_bar,sigma_gps_bar,snr_bar,plr_bar,relative_speed_bar,relative_height_bar,trusted_count,trust_bar,theta,benign_exceedance_rate,mean_delta_d,max_delta_d,num_links
0,0,5,6,443.181503370881,443.181503370881,100.0,0.0232611799103362,0.980457466307051,3.50691798031496,16,0.999999999999998,10,0.0,1.5192525600133717e-14,6.3948846218409e-14,19
0,0,5,7,378.02355182018,378.023551820181,100.0,0.0197025040813421,0.867501605253878,4.15569778270163,16,0.999999999999998,10,0.0,1.6220942717681232e-14,5.6843418860808e-14,19
0,0,5,8,307.668535547098,307.668535547099,100.0,0.0168255621922974,0.745675541061756,4.94791137737445,16,0.999999999999999,10,0.0,1.3883631086891428e-14,4.2632564145606e-14,19
0,0,5,9,241.126833816611,241.126833816611,100.0,0.0145506941317779,0.681620690534939,5.46573370981165,16,0.999999999999999,10,0.0,1.089187219948048e-14,3.5527136788004997e-14,19
0,0,5,10,185.128517151355,185.128517151355,100.0,0.0128272503912599,0.710546498527381,5.30276466776325,16,0.999999999999999,10,0.0,1.0938618432096276e-14,3.19744231092045e-14,19
0,0,5,11,145.53935591074,145.53935591074,100.0,0.0116748561224104,0.828843074265101,4.60824758567645,16,0.999999999999999,10,0.0,1.7015628672149762e-14,5.6843418860808e-14,19
0,0,5,12,127.963821107593,127.963821107593,100.0,0.0111767700777038,0.988640272517085,3.83357591373203,16,0.999999999999999,10,0.0,1.0845125966864684e-14,3.5527136788004997e-14,19
0,0,5,13,136.63584021102,136.63584021102,100.0,0.0114300463394479,1.10997438296531,3.3452445123062,16,0.999999999999999,10,0.0,1.1125603362559461e-14,4.2632564145606e-14,19
0,0,5,14,172.199205359051,172.199205359051,100.0,0.012485094110778,1.10372155459714,3.32843574498625,16,0.999999999999999,10,0.0,1.0611394803785704e-14,2.8421709430404e-14,19
0,0,5,15,230.430455183473,230.430455183473,100.0,0.0143133123658292,0.975607985122644,3.8937614907253,16,0.999999999999999,10,0.0,1.173330438656481e-14,8.5265128291212e-14,19
0,0,5,16,303.201043798208,303.201043798208,100.0,0.0168229739782104,0.816483838823899,4.67629757500985,16,0.999999999999999,10,0.0,1.7202613602612945e-14,7.105427357600999e-14,19
0,0,5,17,380.559952509704,380.559952509705,100.0,0.0199128235331381,0.704343378999647,5.11801126929372,16,0.999999999999998,10,0.0,2.0287864955255488e-14,5.6843418860808e-14,19
0,0,5,18,451.647360344575,451.647360344575,100.0,0.0235287732340166,0.683664053097333,4.84701382228669,16,0.999999999999998,10,0.0,1.832452318539205e-14,7.105427357600999e-14,19
0,0,5,19,503.732503556798,503.732503556798,100.0,0.0276865098674393,0.754157624043799,4.11147851959964,16,0.999999999999998,10,0.0,2.4261294727598153e-14,8.5265128291212e-14,19
0,0,5,20,520.890026952591,520.890026952591,100.0,0.0324440221444381,0.879399686511226,3.42272679660661,16,0.999999999999998,10,0.0,2.0428103653102874e-14,5.6843418860808e-14,19
0,0,6,1,520.484305175461,520.48430517546,100.0,0.0497241199513157,0.636937754297026,3.13237965941267,16,0.999999999999998,10,0.0,2.0194372490023893e-14,1.13686837721616e-13,19
0,0,6,2,499.904588300462,499.904588300463,100.0,0.0438938918271024,0.669994941858848,4.62553473818489,16,0.999999999999997,10,0.0,2.832821696517241e-14,7.105427357600999e-14,19
0,0,6,3,502.102748276873,502.102748276872,100.0,0.0379810936264886,0.775239639162214,3.93449407142735,16,0.999999999999998,10,0.0,2.0895565979260835e-14,8.5265128291212e-14,19
0,0,6,4,508.18702431015,508.187024310149,100.0,0.032468474384936,0.905890844896539,3.33896539776333,16,0.999999999999998,10,0.0,1.5473002995828492e-14,7.105427357600999e-14,19
0,0,6,5,493.890035276577,493.890035276577,100.0,0.0275297305877641,0.985375535262631,3.2553053761575,16,0.999999999999998,10,0.0,1.7483090998307723e-14,7.105427357600999e-14,19
0,0,6,6,446.255344292682,446.255344292682,100.0,0.0232971634698414,0.928118131029998,3.71738312296803,16,0.999999999999998,10,0.0,1.4678317041359962e-14,5.6843418860808e-14,19
